    30yrs     20yrs     10yrs      5yrs      1yr
   0.02402   0.02402   0.01786   0.01692   0.01207
  -0.01760  -0.01760  -0.01339  -0.00493   0.00468
  -0.01547  -0.01547  -0.02108  -0.00822   0.00232
  -0.00765  -0.00765  -0.00516   0.00183   0.00850
  -0.05400  -0.05400  -0.05056  -0.03071  -0.00068
   0.01363   0.01363   0.01494   0.01272   0.01067
   0.06865   0.06865   0.06457   0.04393   0.01520
   0.02908   0.02908   0.01413   0.01077   0.00930
   0.03322   0.03322   0.02782   0.01977   0.01410
   0.05891   0.05891   0.05394   0.04483   0.01939
   0.00999   0.00999   0.01813   0.01812   0.01603
   0.01114   0.01114   0.00876   0.01684   0.01192
   0.03964   0.03964   0.03318   0.02241   0.01054
  -0.05069  -0.05069  -0.03455  -0.01976  -0.00002
   0.03048   0.02892   0.02485   0.01682   0.00930
   0.01906   0.01995   0.02399   0.02313   0.01441
   0.09374   0.09721   0.06783   0.05070   0.01651
   0.01796   0.01173   0.00980   0.00919   0.01074
  -0.01044  -0.01602  -0.00951  -0.00251   0.00450
   0.02117   0.02729   0.02577   0.01724   0.00896
   0.00081   0.00246   0.00480   0.00882   0.00750
   0.03484   0.03226   0.02640   0.01874   0.00905
   0.04349   0.03894   0.02798   0.01892   0.00860
   0.06708   0.05615   0.04627   0.03147   0.00877
   0.00176   0.00405   0.00390   0.00663   0.00716
   0.10271   0.11617   0.06480   0.02812   0.00874
   0.10466   0.09550   0.05731   0.03245   0.01168
   0.00268  -0.00210   0.00660   0.00659   0.00872
  -0.03692  -0.07053  -0.03801  -0.01746   0.00326
   0.06754   0.06327   0.05607   0.02925   0.01036
  -0.01963  -0.00322   0.00676   0.01443   0.00864
   0.03606   0.04251   0.03363   0.02739   0.01246
  -0.03862  -0.03639  -0.02745  -0.00658   0.00259
   0.00492   0.02019   0.01431   0.01635   0.00613
   0.01475   0.01861   0.01206   0.01278   0.00494
  -0.00312  -0.00160   0.00097   0.00210   0.00235
   0.00738   0.02007   0.00996   0.01067   0.00628
   0.00569   0.01197   0.00427   0.00377   0.00409
  -0.03104  -0.02151  -0.01447  -0.00323   0.00387
  -0.06110  -0.05093  -0.03827  -0.02408  -0.00043
  -0.01473  -0.01291  -0.01401  -0.00410   0.00430
   0.02291   0.01420   0.01451   0.01343   0.00991
  -0.03175  -0.01885  -0.01076   0.00115   0.00585
  -0.02408  -0.02000  -0.01646  -0.00605   0.00354
  -0.05190  -0.04500  -0.03237  -0.01912   0.00024
   0.08596   0.07689   0.05685   0.03568   0.01569
  -0.00065   0.00084  -0.00366   0.00567   0.00583
   0.02304   0.02224   0.01825   0.01340   0.00512
   0.06226   0.05871   0.04423   0.03001   0.01125
   0.01435   0.01267   0.01392   0.01131   0.00768
  -0.03765  -0.03435  -0.01993  -0.00925   0.00386
  -0.02276  -0.02043  -0.01251  -0.00414   0.00369
  -0.01880  -0.01782  -0.01585  -0.00718   0.00162
   0.05218   0.04351   0.03230   0.02076   0.00749
  -0.02858  -0.02282  -0.01200  -0.00590   0.00256
  -0.00025   0.00391   0.00056  -0.00046   0.00433
   0.04053   0.03968   0.03209   0.02093   0.00882
   0.03234   0.03461   0.02169   0.01731   0.00857
  -0.02855  -0.02568  -0.02003  -0.01265   0.00071
   0.01532   0.01721   0.00300  -0.00322   0.00450
   0.02423   0.02384   0.01605   0.01097   0.00850
  -0.02434  -0.02428  -0.01485  -0.00811   0.00267
   0.01099   0.01059   0.00940   0.00441   0.00623
   0.02785   0.02589   0.02476   0.02423   0.01328
   0.04001   0.03799   0.03158   0.02027   0.01150
   0.06769   0.06071   0.04086   0.03322   0.01412
   0.02034   0.02269   0.02503   0.02502   0.01175
  -0.02716  -0.02632  -0.02408  -0.01825   0.00037
   0.00298   0.00033   0.00322   0.00291   0.00590
   0.04374   0.04361   0.03323   0.02538   0.01272
   0.00876   0.00852   0.00852   0.00924   0.00785
  -0.00343  -0.00263  -0.00041   0.00227   0.00506
  -0.04290  -0.03960  -0.02441  -0.01054   0.00472
  -0.00595  -0.00269  -0.00207   0.00124   0.00660
  -0.00265  -0.00227  -0.00170   0.00003   0.00495
  -0.03033  -0.02729  -0.01740  -0.00606   0.00548
   0.04894   0.04885   0.03283   0.02409   0.01202
   0.02570   0.02303   0.01785   0.01551   0.00943
   0.00577   0.01040   0.01192   0.01634   0.01001
  -0.05139  -0.04591  -0.02584  -0.00752   0.00549
   0.01031   0.01272   0.00919   0.00941   0.00755
   0.02593   0.02322   0.01898   0.01665   0.00969
   0.04766   0.04509   0.03013   0.01859   0.00796
   0.02250   0.01935   0.01940   0.01609   0.00966
   0.01138   0.01151   0.01010   0.00923   0.00925
   0.00496   0.00406   0.00644   0.00481   0.00713
   0.00113   0.00236   0.00418   0.00257   0.00680
   0.01192   0.01407   0.00950   0.01106   0.00822
  -0.00332  -0.00051   0.00438   0.00552   0.00567
  -0.01113  -0.00971  -0.00610  -0.00227   0.00407
   0.01449   0.01711   0.01323   0.01294   0.00815
   0.03630   0.03504   0.02592   0.02443   0.00956
   0.03459   0.03263   0.03110   0.02209   0.00813
  -0.00361   0.00373   0.00600   0.01322   0.00827
  -0.00255   0.00350   0.00834   0.01377   0.00793
   0.07009   0.05995   0.05440   0.02878   0.01022
  -0.03389  -0.03117  -0.02455  -0.01320   0.00262
   0.00170   0.00630   0.00886  -0.00114   0.00375
  -0.01090  -0.01151  -0.00754  -0.00571   0.00284
  -0.00360  -0.00123   0.00393   0.00926   0.00726
   0.03010   0.02631   0.02134   0.01799   0.00598
   0.01231   0.01368   0.01997   0.01883   0.00637
   0.04519   0.04309   0.03568   0.02392   0.00791
   0.00421   0.00501   0.00982   0.01441   0.00539
   0.01078   0.01751   0.01981   0.01848   0.00711
  -0.02361  -0.02031  -0.01752  -0.01763  -0.00159
   0.00726   0.00671  -0.00345  -0.00801   0.00117
   0.02944   0.02470   0.02240   0.01461   0.00630
   0.02789   0.02605   0.02784   0.02558   0.00523
   0.03632   0.03442   0.02668   0.01961   0.00489
   0.00236   0.00122   0.00529   0.00542   0.00363
   0.00360   0.00877   0.00780   0.00857   0.00397
   0.00079   0.00454  -0.00058  -0.00178  -0.00042
   0.04418   0.04194   0.03208   0.01785   0.00512
   0.01928   0.01664   0.00444   0.00098   0.00252
   0.04977   0.03799   0.02507   0.01968   0.00483
   0.01260   0.00163   0.00799   0.00489   0.00324
   0.01529   0.00824   0.00406   0.00168   0.00235
  -0.03817  -0.02500  -0.01796  -0.00798   0.00180
  -0.00252   0.00283   0.00505   0.00325   0.00336
   0.02068   0.02530   0.01741   0.01279   0.00472
  -0.04990  -0.03988  -0.03125  -0.01865  -0.00197
  -0.04872  -0.04097  -0.03847  -0.02127   0.00017
  -0.01870  -0.01368  -0.00978  -0.00947  -0.00095
  -0.00894  -0.00707  -0.00137   0.00071   0.00236
  -0.01582  -0.00933  -0.00591  -0.00251   0.00341
   0.03438   0.03391   0.01944   0.01593   0.00557
  -0.01256  -0.00636   0.00303   0.00406   0.00410
  -0.03607  -0.02978  -0.02328  -0.01431   0.00099
  -0.00989  -0.00319  -0.00395  -0.00171   0.00391
   0.00381   0.00616  -0.00129  -0.00573  -0.00183
   0.01876   0.01356   0.01120   0.00441   0.00255
   0.02693   0.02599   0.02292   0.01819   0.01055
   0.02917   0.02696   0.03001   0.02342   0.00981
   0.00913   0.00948   0.00720   0.00589   0.00512
   0.01692   0.01770   0.01697   0.01417   0.00655
   0.09148   0.07672   0.05490   0.03794   0.01051
   0.01043   0.01227   0.01134   0.00881   0.00560
  -0.02244  -0.01439  -0.00858  -0.00299   0.00491
   0.02285   0.02170   0.01410   0.00945   0.00554
   0.02645   0.01699   0.01299   0.00556   0.00382
   0.02570   0.02717   0.01606   0.01363   0.00635
   0.03104   0.02480   0.02202   0.01606   0.00627
   0.02883   0.02511   0.01791   0.00942   0.00591
  -0.00441   0.00079   0.00636   0.00945   0.00667
  -0.05925  -0.04537  -0.02896  -0.01376   0.00165
  -0.02051  -0.02055  -0.01025  -0.01061   0.00132
  -0.02142  -0.01651  -0.01707  -0.00661   0.00370
  -0.00820  -0.00544  -0.00588  -0.00264   0.00430
   0.01705   0.02028   0.01453   0.01129   0.00475
  -0.00295   0.00176   0.00053   0.00197   0.00459
  -0.01768  -0.01369  -0.00514  -0.00096   0.00508
   0.03044   0.02906   0.02280   0.01610   0.00629
   0.04265   0.04029   0.02972   0.02091   0.00725
   0.03451   0.03471   0.02651   0.01558   0.00526
  -0.03150  -0.02497  -0.02122  -0.01131   0.00286
  -0.01301  -0.00638  -0.00009   0.00310   0.00486
  -0.00269  -0.00085  -0.00215  -0.00140   0.00356
  -0.03080  -0.02373  -0.01925  -0.01027   0.00222
   0.02338   0.02239   0.01904   0.01314   0.00637
   0.01136   0.01178   0.01119   0.00935   0.00631
   0.02206   0.01995   0.01749   0.00943   0.00603
   0.06883   0.05691   0.04030   0.02470   0.00739
  -0.03751  -0.02681  -0.02031  -0.00801   0.00286
   0.03420   0.02869   0.02241   0.01333   0.00629
   0.03861   0.03195   0.02477   0.01264   0.00562
   0.01138   0.01307   0.00118   0.00114   0.00291
   0.02542   0.02077   0.01481   0.00978   0.00630
   0.02061   0.01900   0.02111   0.01800   0.00691
  -0.01202  -0.00779  -0.00775  -0.00478   0.00263
   0.00350   0.00415   0.00254   0.00246   0.00467
   0.00305   0.00175   0.00332   0.00483   0.00470
   0.02423   0.01913   0.01009   0.00581   0.00434
   0.03075   0.02374   0.01354   0.00726   0.00528
  -0.00767  -0.00338   0.00036   0.00375   0.00482
   0.06025   0.05026   0.03693   0.02868   0.00836
   0.05206   0.03075   0.05273   0.02699   0.00748
  -0.02263  -0.02129  -0.01032  -0.00017   0.00514
   0.00954   0.01322  -0.00661  -0.00452   0.00150
   0.00042  -0.00416   0.00965   0.00177   0.00393
   0.00545   0.00989   0.00329   0.00647   0.00376
  -0.07445  -0.04989  -0.04401  -0.02596  -0.00022
  -0.00121  -0.00069   0.00863   0.00890   0.00659
  -0.00068   0.00316  -0.00347   0.00230   0.00381
  -0.01917  -0.01499  -0.02253  -0.01322   0.00102
  -0.01387  -0.01314  -0.00715   0.00320   0.00470
  -0.01407  -0.00654  -0.00417   0.00035   0.00450
  -0.00457  -0.00361  -0.00452   0.00193   0.00363
   0.00641   0.00749   0.01202   0.00974   0.00563
  -0.01053  -0.00144  -0.00611  -0.00113   0.00289
  -0.01120  -0.00385  -0.00659  -0.00091   0.00275
  -0.01961  -0.01527  -0.01240  -0.00485   0.00325
