year mon day c1t c3t 
1979 3 30 -0.11 -0.05
1979 4 6 -0.02 0.01
1979 4 13 0.15 0.12
1979 4 20 -0.2 -0.02
1979 4 27 0.08 0.03
1979 5 4 0.18 0.07
1979 5 11 -0.03 0
1979 5 18 -0.18 -0.09
1979 5 25 -0.14 -0.18
1979 6 1 -0.07 -0.08
1979 6 8 -0.14 -0.13
1979 6 15 -0.26 -0.16
1979 6 22 0.13 0.09
1979 6 29 -0.22 -0.18
1979 7 6 0.05 -0.03
1979 7 13 0.09 0.1
1979 7 20 0.17 0.08
1979 7 27 0.12 0.09
1979 8 3 -0.1 -0.04
1979 8 10 0 -0.03
1979 8 17 0.23 0.08
1979 8 24 0.19 0.14
1979 8 31 0.14 0.2
1979 9 7 0.47 0.28
1979 9 14 0.16 -0.02
1979 9 21 -0.02 0.06
1979 9 28 -0.08 -0.01
1979 10 5 0.21 0.14
1979 10 12 1.48 0.8
1979 10 19 0.18 0.36
1979 10 26 0.63 0.82
1979 11 2 -0.4 -0.19
1979 11 9 0.03 -0.08
1979 11 16 -0.63 -0.44
1979 11 23 0.14 0.19
1979 11 30 -0.69 -0.67
1979 12 7 0.17 -0.03
1979 12 14 0.35 0.25
1979 12 21 -0.37 -0.18
1979 12 28 -0.07 0.03
1980 1 4 0.18 0.04
1980 1 11 -0.12 -0.06
1980 1 18 0.02 0.09
1980 1 25 0.19 0.18
1980 2 1 0.25 0.28
1980 2 8 0.44 0.59
1980 2 15 0.42 0.29
1980 2 22 1.49 1.53
1980 2 29 0.53 0.42
1980 3 7 0.53 0.2
1980 3 14 -0.09 -0.44
1980 3 21 -0.1 0.03
1980 3 28 0.67 0.45
1980 4 4 -0.51 -0.67
1980 4 11 -1.06 -0.73
1980 4 18 -1.47 -1.1
1980 4 25 -1.35 -0.58
1980 5 2 -0.92 -0.74
1980 5 9 -1.17 -0.92
1980 5 16 -0.33 -0.13
1980 5 23 -0.42 -0.21
1980 5 30 -0.34 -0.09
1980 6 6 -0.12 0.09
1980 6 13 -0.67 -0.45
1980 6 20 -0.02 -0.14
1980 6 27 0.36 0.32
1980 7 4 0.28 0.19
1980 7 11 0.03 0.01
1980 7 18 0.03 0.03
1980 7 25 0.01 0.04
1980 8 1 0.55 0.49
1980 8 8 0.22 0.18
1980 8 15 0.36 0.28
1980 8 22 1.08 0.88
1980 8 29 0.49 0.46
1980 9 5 -0.54 -0.6
1980 9 12 0.38 0.26
1980 9 19 0.53 0.56
1980 9 26 0.42 0.32
1980 10 3 0.21 -0.09
1980 10 10 -0.29 -0.43
1980 10 17 -0.01 0.11
1980 10 24 0.58 0.43
1980 10 31 0.95 0.74
1980 11 7 0.46 0.45
1980 11 14 -0.36 -0.28
1980 11 21 0.59 0.34
1980 11 28 0.61 0.29
1980 12 5 0.37 0.15
1980 12 12 0.34 0.33
1980 12 19 -0.08 0.07
1980 12 26 -1.62 -1.26
1981 1 2 0.04 -0.1
1981 1 9 -0.18 -0.09
1981 1 16 0.23 0.19
1981 1 23 0.61 0.41
1981 1 30 -0.28 -0.19
1981 2 6 0.17 0.28
1981 2 13 0.51 0.45
1981 2 20 -0.42 -0.33
1981 2 27 0 0.27
1981 3 6 0.19 0.15
1981 3 13 -0.77 -0.4
1981 3 20 -0.96 -0.49
1981 3 27 0.55 0.51
1981 4 3 -0.31 -0.17
1981 4 10 0.78 0.49
1981 4 17 0.29 0.18
1981 4 24 0.43 0.26
1981 5 1 0.41 0.24
1981 5 8 1.25 0.78
1981 5 15 0.27 0.01
1981 5 22 -0.19 -0.31
1981 5 29 -1 -0.5
1981 6 5 -0.22 -0.13
1981 6 12 -0.49 -0.26
1981 6 19 -0.06 -0.01
1981 6 26 0.19 0.24
1981 7 3 0.08 0.19
1981 7 10 0.33 0.18
1981 7 17 0.07 0.1
1981 7 24 1.02 0.75
1981 7 31 -0.23 -0.06
1981 8 7 0.43 0.33
1981 8 14 -0.11 -0.21
1981 8 21 0.29 0.31
1981 8 28 0.33 0.41
1981 9 4 0.08 0.08
1981 9 11 -0.22 -0.05
1981 9 18 -0.8 -0.45
1981 9 25 -0.08 0.01
1981 10 2 0.47 0.38
1981 10 9 -0.99 -0.77
1981 10 16 -0.39 -0.38
1981 10 23 0.2 0.29
1981 10 30 -0.32 -0.16
1981 11 6 -1.19 -1.17
1981 11 13 -1.32 -1.1
1981 11 20 -0.63 -0.35
1981 11 27 -0.18 -0.05
1981 12 4 0.3 0.39
1981 12 11 0.32 0.4
1981 12 18 0.47 0.1
1981 12 25 0.77 0.59
1982 1 1 0.12 -0.06
1982 1 8 0.12 0.23
1982 1 15 0.59 0.41
1982 1 22 0.33 0.19
1982 1 29 -0.35 -0.35
1982 2 5 0.48 0.27
1982 2 12 0.26 0.21
1982 2 19 -0.08 -0.17
1982 2 26 -0.95 -0.62
1982 3 5 -0.37 -0.3
1982 3 12 0.02 -0.02
1982 3 19 0.35 0.25
1982 3 26 -0.07 -0.01
1982 4 2 0.31 0.29
1982 4 9 -0.12 -0.11
1982 4 16 -0.13 -0.15
1982 4 23 -0.21 -0.12
1982 4 30 -0.11 -0.07
1982 5 7 -0.04 -0.07
1982 5 14 -0.22 -0.22
1982 5 21 -0.31 -0.02
1982 5 28 -0.18 0
1982 6 4 0.46 0.28
1982 6 11 0.13 0.09
1982 6 18 0.63 0.49
1982 6 25 0.4 0.38
1982 7 2 -0.21 -0.14
1982 7 9 -0.43 -0.32
1982 7 16 -0.52 -0.41
1982 7 23 -0.96 -0.55
1982 7 30 0.23 0.19
1982 8 6 -0.41 -0.46
1982 8 13 -0.09 -0.02
1982 8 20 -1.6 -1.17
1982 8 27 0 -0.07
1982 9 3 0.49 0.25
1982 9 10 -0.07 -0.09
1982 9 17 0.05 0.07
1982 9 24 -0.43 -0.27
1982 10 1 -0.33 -0.36
1982 10 8 -0.29 -0.41
1982 10 15 -1.23 -0.92
1982 10 22 0.07 0.01
1982 10 29 0.37 0.24
1982 11 5 -0.23 -0.56
1982 11 12 0.16 0
1982 11 19 0.04 0.05
1982 11 26 -0.16 -0.09
1982 12 3 0.19 0.12
1982 12 10 -0.2 -0.09
1982 12 17 -0.23 -0.11
1982 12 24 -0.03 0.04
1982 12 31 -0.05 -0.09
1983 1 7 -0.13 -0.14
1983 1 14 -0.21 -0.2
1983 1 21 0.15 0.1
1983 1 28 0.27 0.32
1983 2 4 0.15 0.13
1983 2 11 0.08 0.06
1983 2 18 -0.08 -0.11
1983 2 25 -0.31 -0.29
1983 3 4 -0.08 -0.18
1983 3 11 0.34 0.3
1983 3 18 0.12 0.05
1983 3 25 0.23 0.2
1983 4 1 0.06 0.03
1983 4 8 -0.17 -0.16
1983 4 15 -0.23 -0.19
1983 4 22 0.04 0.06
1983 4 29 -0.15 -0.09
1983 5 6 -0.19 -0.25
1983 5 13 0.06 0.02
1983 5 20 0.23 0.24
1983 5 27 0.3 0.26
1983 6 3 0.2 0.22
1983 6 10 0.21 0.12
1983 6 17 -0.1 -0.09
1983 6 24 0.28 0.25
1983 7 1 -0.04 0.02
1983 7 8 0.34 0.3
1983 7 15 0.15 0.15
1983 7 22 -0.09 0.01
1983 7 29 0.13 0.13
1983 8 5 0.32 0.32
1983 8 12 0.14 0.2
1983 8 19 -0.34 -0.41
1983 8 26 -0.16 -0.14
1983 9 2 0.3 0.38
1983 9 9 -0.19 -0.18
1983 9 16 -0.17 -0.09
1983 9 23 -0.2 -0.15
1983 9 30 -0.12 -0.17
1983 10 7 -0.12 -0.08
1983 10 14 0.15 0.21
1983 10 21 -0.23 -0.16
1983 10 28 0.17 0.19
1983 11 4 0.06 0.03
1983 11 11 0.03 0.03
1983 11 18 -0.03 -0.08
1983 11 25 -0.02 -0.08
1983 12 2 0.11 0.1
1983 12 9 0.09 0.12
1983 12 16 0.05 0.11
1983 12 23 -0.02 -0.08
1983 12 30 -0.04 -0.03
1984 1 6 -0.07 -0.06
1984 1 13 -0.11 -0.06
1984 1 20 -0.05 -0.12
1984 1 27 0.01 0.03
1984 2 3 -0.06 -0.02
1984 2 10 0.13 0.09
1984 2 17 0.11 0.08
1984 2 24 0.16 0.13
1984 3 2 0.03 0.07
1984 3 9 0.09 0.14
1984 3 16 0.2 0.15
1984 3 23 0.32 0.24
1984 3 30 -0.06 0.03
1984 4 6 0.12 0.16
1984 4 13 -0.15 -0.12
1984 4 20 0.18 0.15
1984 4 27 0.04 0.09
1984 5 4 0.21 0.18
1984 5 11 0.33 0.33
1984 5 18 0.16 0.19
1984 5 25 0.16 0.15
1984 6 1 0.26 0.32
1984 6 8 -0.18 -0.26
1984 6 15 0.1 0.09
1984 6 22 0.13 0.16
1984 6 29 0.13 0.22
1984 7 6 -0.11 -0.08
1984 7 13 -0.07 -0.19
1984 7 20 -0.07 -0.13
1984 7 27 -0.13 -0.2
1984 8 3 -0.06 -0.23
1984 8 10 -0.04 -0.19
1984 8 17 -0.07 0.01
1984 8 24 0.07 0.01
1984 8 31 0.17 0.14
1984 9 7 -0.02 0.03
1984 9 14 -0.34 -0.29
1984 9 21 -0.2 -0.15
1984 9 28 0.01 0.08
1984 10 5 -0.03 -0.01
1984 10 12 -0.23 -0.2
1984 10 19 -0.23 -0.18
1984 10 26 -0.47 -0.4
1984 11 2 -0.15 -0.15
1984 11 9 -0.33 -0.27
1984 11 16 0.01 -0.01
1984 11 23 -0.35 -0.3
1984 11 30 -0.09 -0.08
1984 12 7 0.08 0.13
1984 12 14 -0.14 -0.09
1984 12 21 -0.4 -0.39
1984 12 28 0.01 0.07
1985 1 4 0.09 0.19
1985 1 11 -0.15 -0.07
1985 1 18 0.01 -0.02
1985 1 25 -0.15 -0.24
1985 2 1 0.13 0.09
1985 2 8 0.15 0.08
1985 2 15 0.01 -0.02
1985 2 22 0.11 0.16
1985 3 1 0.31 0.35
1985 3 8 0.28 0.16
1985 3 15 0.02 0.01
1985 3 22 0.06 0.05
1985 3 29 -0.29 -0.2
1985 4 5 -0.14 -0.09
1985 4 12 -0.22 -0.18
1985 4 19 -0.37 -0.38
1985 4 26 -0.06 0.01
1985 5 3 0.03 0.03
1985 5 10 -0.19 -0.26
1985 5 17 -0.21 -0.31
1985 5 24 -0.3 -0.32
1985 5 31 -0.13 -0.07
1985 6 7 -0.29 -0.39
1985 6 14 0.05 0.09
1985 6 21 -0.19 -0.16
1985 6 28 0.25 0.37
1985 7 5 -0.25 -0.29
1985 7 12 0.07 -0.02
1985 7 19 0.09 0.17
1985 7 26 0.21 0.28
1985 8 2 0.11 0.1
1985 8 9 0.01 -0.05
1985 8 16 -0.08 -0.18
1985 8 23 -0.12 -0.1
1985 8 30 0.02 0.04
1985 9 6 0.07 0.14
1985 9 13 0.16 0.15
1985 9 20 -0.09 -0.08
1985 9 27 -0.23 -0.26
1985 10 4 0.08 0.08
1985 10 11 0.1 0.1
1985 10 18 -0.05 -0.1
1985 10 25 0.02 -0.04
1985 11 1 -0.06 -0.08
1985 11 8 -0.06 -0.13
1985 11 15 -0.02 -0.06
1985 11 22 -0.04 -0.16
1985 11 29 0.02 -0.03
1985 12 6 0.03 0
1985 12 13 -0.25 -0.34
1985 12 20 -0.08 -0.18
1985 12 27 0.02 0.01
1986 1 3 0.04 0.01
1986 1 10 0.11 0.14
1986 1 17 0.12 0.18
1986 1 24 -0.13 -0.11
1986 1 31 -0.11 -0.17
1986 2 7 0.01 -0.08
1986 2 14 0.06 -0.04
1986 2 21 -0.07 -0.07
1986 2 28 -0.1 -0.19
1986 3 7 -0.3 -0.4
1986 3 14 -0.19 -0.25
1986 3 21 -0.02 0.03
1986 3 28 -0.12 -0.1
1986 4 4 -0.22 -0.16
1986 4 11 -0.26 -0.21
1986 4 18 -0.2 -0.23
1986 4 25 0.25 0.35
1986 5 2 0.1 0.13
1986 5 9 -0.07 -0.09
1986 5 16 0.16 0.3
1986 5 23 0.09 0.17
1986 5 30 0.05 0.02
1986 6 6 0.21 0.27
1986 6 13 -0.15 -0.17
1986 6 20 -0.24 -0.32
1986 6 27 -0.07 -0.11
1986 7 4 -0.18 -0.15
1986 7 11 -0.07 -0.07
1986 7 18 -0.11 -0.19
1986 7 25 0.07 0.09
1986 8 1 0.02 0.07
1986 8 8 -0.11 -0.14
1986 8 15 -0.15 -0.2
1986 8 22 -0.16 -0.2
1986 8 29 -0.18 -0.1
1986 9 5 -0.01 0.1
1986 9 12 0.13 0.29
1986 9 19 0.02 0.07
1986 9 26 -0.01 0
1986 10 3 -0.01 -0.06
1986 10 10 -0.22 -0.22
1986 10 17 0.16 0.16
1986 10 24 0.09 0.07
1986 10 31 -0.08 -0.09
1986 11 7 0.02 -0.09
1986 11 14 0.13 0.07
1986 11 21 -0.1 -0.11
1986 11 28 -0.02 -0.05
1986 12 5 0.01 -0.02
1986 12 12 0.05 0.01
1986 12 19 0.07 0.07
1986 12 26 0.02 0.01
1987 1 2 0.05 0.08
1987 1 9 -0.17 -0.16
1987 1 16 -0.04 0.01
1987 1 23 -0.07 -0.02
1987 1 30 0.13 0.09
1987 2 6 0.1 0.07
1987 2 13 0.13 0.12
1987 2 20 -0.07 -0.08
1987 2 27 -0.08 -0.05
1987 3 6 0.04 0
1987 3 13 0.12 0.04
1987 3 20 -0.07 -0.03
1987 3 27 0.08 0.1
1987 4 3 0.11 0.23
1987 4 10 0.08 0.12
1987 4 17 0.34 0.42
1987 4 24 0.07 0.17
1987 5 1 0.09 0.14
1987 5 8 0.12 0.16
1987 5 15 0.15 0.13
1987 5 22 0.17 0.27
1987 5 29 -0.25 -0.26
1987 6 5 -0.04 -0.01
1987 6 12 -0.11 -0.11
1987 6 19 -0.07 -0.21
1987 6 26 0.04 0.04
1987 7 3 -0.06 0
1987 7 10 -0.1 -0.07
1987 7 17 -0.08 0
1987 7 24 0.18 0.12
1987 7 31 0.17 0.14
1987 8 7 0.08 0.11
1987 8 14 -0.03 -0.09
1987 8 21 0.08 0.05
1987 8 28 0.15 0.15
1987 9 4 0.25 0.28
1987 9 11 0.31 0.29
1987 9 18 -0.07 -0.06
1987 9 25 0.05 0.07
1987 10 2 0.18 0.18
1987 10 9 0.22 0.21
1987 10 16 0.23 0.33
1987 10 23 -1.11 -0.89
1987 10 30 -0.49 -0.53
1987 11 6 0.14 -0.05
1987 11 13 0.09 0
1987 11 20 0.05 0.02
1987 11 27 0.01 0.07
1987 12 4 0 -0.01
1987 12 11 0.22 0.17
1987 12 18 -0.01 -0.04
1987 12 25 -0.04 -0.05
1988 1 1 -0.04 -0.04
1988 1 8 0 -0.03
1988 1 15 -0.03 -0.06
1988 1 22 -0.22 -0.19
1988 1 29 -0.13 -0.17
1988 2 5 -0.12 -0.21
1988 2 12 -0.06 -0.08
1988 2 19 0.11 0.08
1988 2 26 -0.07 -0.07
1988 3 4 0 -0.02
1988 3 11 0.09 0.12
1988 3 18 -0.09 -0.01
1988 3 25 0.14 0.16
1988 4 1 0.01 0.06
1988 4 8 0.23 0.12
1988 4 15 -0.09 -0.03
1988 4 22 0.11 0.13
1988 4 29 0.04 0.04
1988 5 6 0.16 0.14
1988 5 13 0.1 0.13
1988 5 20 0.07 0.07
1988 5 27 0.18 0.14
1988 6 3 0.01 -0.06
1988 6 10 -0.13 -0.14
1988 6 17 -0.06 -0.07
1988 6 24 0.13 0.13
1988 7 1 -0.01 -0.05
1988 7 8 0.1 0.06
1988 7 15 0.17 0.18
1988 7 22 0 0.06
1988 7 29 0.06 0.05
1988 8 5 0.04 -0.04
1988 8 12 0.28 0.24
1988 8 19 0.1 0.09
1988 8 26 0.01 0.04
1988 9 2 -0.04 -0.1
1988 9 9 -0.15 -0.23
1988 9 16 -0.08 -0.04
1988 9 23 0.06 0.02
1988 9 30 0.11 0.08
1988 10 7 -0.05 -0.14
1988 10 14 -0.06 -0.04
1988 10 21 0.05 -0.01
1988 10 28 0.01 -0.01
1988 11 4 -0.03 -0.04
1988 11 11 0.25 0.23
1988 11 18 0.2 0.16
1988 11 25 0.16 0.17
1988 12 2 0.04 0.04
1988 12 9 0.14 0.03
1988 12 16 0.21 0.16
1988 12 23 -0.1 -0.05
1988 12 30 0.07 0.08
1989 1 6 0.1 0.1
1989 1 13 -0.06 -0.03
1989 1 20 -0.15 -0.13
1989 1 27 0.01 -0.03
1989 2 3 0.08 0.03
1989 2 10 0.1 0.1
1989 2 17 0.12 0.12
1989 2 24 0.14 0.06
1989 3 3 -0.01 0.01
1989 3 10 -0.01 0
1989 3 17 0.17 0.18
1989 3 24 0.22 0.21
1989 3 31 -0.07 -0.08
1989 4 7 -0.24 -0.27
1989 4 14 0.01 0.06
1989 4 21 -0.2 -0.18
1989 4 28 -0.06 -0.09
1989 5 5 -0.06 -0.08
1989 5 12 -0.11 -0.1
1989 5 19 -0.16 -0.18
1989 5 26 -0.03 -0.08
1989 6 2 -0.06 -0.11
1989 6 9 -0.4 -0.38
1989 6 16 0.05 0.05
1989 6 23 0.08 0.07
1989 6 30 -0.25 -0.25
1989 7 7 -0.31 -0.26
1989 7 14 -0.12 -0.14
1989 7 21 0.11 0.09
1989 7 28 -0.1 -0.12
1989 8 4 -0.13 -0.11
1989 8 11 0.39 0.35
1989 8 18 0.18 0.22
1989 8 25 0.06 0.1
1989 9 1 -0.04 0.04
1989 9 8 -0.05 -0.08
1989 9 15 -0.2 -0.18
1989 9 22 0.11 0.08
1989 9 29 0.2 0.23
1989 10 6 -0.03 -0.1
1989 10 13 -0.35 -0.32
1989 10 20 -0.15 -0.06
1989 10 27 -0.04 -0.08
1989 11 3 0.08 0.06
1989 11 10 -0.02 -0.03
1989 11 17 -0.16 -0.15
1989 11 24 -0.07 -0.05
1989 12 1 0.09 0.07
1989 12 8 0 0.01
1989 12 15 0 -0.03
1989 12 22 -0.07 -0.02
1989 12 29 0.14 0.18
1990 1 5 0.02 0.03
1990 1 12 -0.04 0.02
1990 1 19 0.19 0.24
1990 1 26 0.04 0.09
1990 2 2 0.08 0.1
1990 2 9 0.04 0
1990 2 16 -0.08 -0.08
1990 2 23 0.14 0.19
1990 3 2 -0.05 -0.05
1990 3 9 0.2 0.16
1990 3 16 0.08 0.1
1990 3 23 -0.07 -0.07
1990 3 30 -0.01 0
1990 4 6 -0.05 -0.01
1990 4 13 0 -0.01
1990 4 20 0.12 0.19
1990 4 27 0.16 0.22
1990 5 4 -0.01 -0.01
1990 5 11 -0.2 -0.28
1990 5 18 -0.12 -0.13
1990 5 25 -0.02 -0.02
1990 6 1 -0.04 -0.08
1990 6 8 -0.1 -0.12
1990 6 15 -0.03 -0.02
1990 6 22 0.09 0.08
1990 6 29 -0.01 -0.02
1990 7 6 -0.07 -0.09
1990 7 13 0.03 0.06
1990 7 20 -0.22 -0.16
1990 7 27 -0.02 -0.02
1990 8 3 -0.18 -0.2
1990 8 10 0.03 0.14
1990 8 17 0.03 0
1990 8 24 0.2 0.23
1990 8 31 -0.08 -0.05
1990 9 7 -0.11 -0.09
1990 9 14 0.01 0
1990 9 21 0.02 0.01
1990 9 28 0.02 0.08
1990 10 5 -0.21 -0.26
1990 10 12 0.04 0.11
1990 10 19 -0.04 -0.08
1990 10 26 -0.08 -0.11
1990 11 2 -0.09 -0.04
1990 11 9 -0.06 -0.14
1990 11 16 -0.05 -0.11
1990 11 23 -0.01 -0.01
1990 11 30 0.01 -0.01
1990 12 7 -0.06 -0.11
1990 12 14 -0.16 -0.17
1990 12 21 -0.12 0.02
1990 12 28 -0.01 0.07
1991 1 4 -0.17 -0.15
1991 1 11 -0.07 0.07
1991 1 18 -0.09 0.02
1991 1 25 -0.04 -0.08
1991 2 1 -0.07 -0.06
1991 2 8 -0.28 -0.28
1991 2 15 -0.03 -0.03
1991 2 22 0.1 0.14
1991 3 1 0.1 0.15
1991 3 8 0.08 0.09
1991 3 15 -0.16 -0.1
1991 3 22 0.09 0.16
1991 3 29 -0.07 -0.06
1991 4 5 -0.08 -0.11
1991 4 12 -0.04 -0.01
1991 4 19 0.04 -0.03
1991 4 26 -0.01 0.04
1991 5 3 -0.14 -0.09
1991 5 10 0.02 -0.03
1991 5 17 0 0
1991 5 24 0.02 -0.01
1991 5 31 -0.02 -0.05
1991 6 7 0.17 0.22
1991 6 14 0.1 0.15
1991 6 21 -0.03 -0.03
1991 6 28 -0.01 0.01
1991 7 5 0.04 0
1991 7 12 -0.1 0.02
1991 7 19 0.02 -0.06
1991 7 26 -0.03 -0.03
1991 8 2 -0.11 -0.14
1991 8 9 -0.3 -0.29
1991 8 16 -0.16 -0.15
1991 8 23 -0.1 -0.11
1991 8 30 0.12 0.04
1991 9 6 -0.04 -0.04
1991 9 13 -0.12 -0.1
1991 9 20 -0.02 -0.08
1991 9 27 -0.06 -0.1
1991 10 4 -0.1 -0.12
1991 10 11 -0.04 -0.03
1991 10 18 -0.03 -0.02
1991 10 25 0.06 0.09
1991 11 1 -0.24 -0.18
1991 11 8 -0.15 -0.13
1991 11 15 -0.04 -0.04
1991 11 22 -0.14 -0.11
1991 11 29 -0.08 -0.03
1991 12 6 -0.13 -0.18
1991 12 13 -0.17 -0.17
1991 12 20 -0.09 -0.08
1991 12 27 -0.18 -0.21
1992 1 3 -0.03 -0.03
1992 1 10 -0.08 -0.02
1992 1 17 0.11 0.33
1992 1 24 -0.03 0.02
1992 1 31 0.09 0.18
1992 2 7 -0.04 -0.04
1992 2 14 0 0
1992 2 21 0.18 0.21
1992 2 28 0.04 0.04
1992 3 6 0.14 0.14
1992 3 13 0.09 0.14
1992 3 20 0.09 0.19
1992 3 27 -0.09 -0.07
1992 4 3 -0.14 -0.17
1992 4 10 -0.25 -0.28
1992 4 17 -0.11 -0.04
1992 4 24 0.18 0.25
1992 5 1 0.02 0
1992 5 8 -0.09 -0.1
1992 5 15 -0.13 -0.17
1992 5 22 0 -0.02
1992 5 29 0.15 0.1
1992 6 5 0 -0.06
1992 6 12 -0.09 -0.1
1992 6 19 -0.06 -0.12
1992 6 26 0.02 -0.06
1992 7 3 -0.18 -0.16
1992 7 10 -0.32 -0.34
1992 7 17 -0.11 -0.12
1992 7 24 0 -0.07
1992 7 31 0.04 0.03
1992 8 7 -0.03 0.01
1992 8 14 -0.11 -0.15
1992 8 21 -0.03 -0.1
1992 8 28 0.12 0.2
1992 9 4 -0.13 -0.21
1992 9 11 -0.22 -0.23
1992 9 18 -0.02 0.05
1992 9 25 0.01 0.04
1992 10 2 -0.14 -0.18
1992 10 9 0.07 0.08
1992 10 16 0.17 0.22
1992 10 23 0.22 0.33
1992 10 30 0.02 0.04
1992 11 6 0.08 0.1
1992 11 13 0.06 0.06
1992 11 20 0.09 0.08
1992 11 27 0.03 0.07
1992 12 4 0.06 0.11
1992 12 11 -0.1 -0.16
1992 12 18 0.04 0.06
1992 12 25 -0.12 -0.11
1993 1 1 -0.02 -0.01
1993 1 8 -0.02 -0.07
1993 1 15 -0.1 -0.08
1993 1 22 -0.03 -0.07
1993 1 29 -0.06 -0.13
1993 2 5 0 -0.08
1993 2 12 0.04 0.01
1993 2 19 -0.09 -0.2
1993 2 26 -0.05 -0.13
1993 3 5 -0.01 -0.1
1993 3 12 0.09 0.19
1993 3 19 -0.03 -0.01
1993 3 26 -0.06 -0.07
1993 4 2 0.02 0.04
1993 4 9 -0.01 -0.05
1993 4 16 -0.1 -0.12
1993 4 23 -0.03 -0.03
1993 4 30 0.07 0.07
1993 5 7 -0.02 -0.06
1993 5 14 0.04 0.06
1993 5 21 0.13 0.18
1993 5 28 0.15 0.12
1993 6 4 0.03 -0.02
1993 6 11 0.03 0.07
1993 6 18 -0.12 -0.15
1993 6 25 0.04 0
1993 7 2 -0.11 -0.13
1993 7 9 0 -0.01
1993 7 16 -0.01 -0.02
1993 7 23 0.12 0.15
1993 7 30 0.04 0.05
1993 8 6 -0.02 -0.01
1993 8 13 -0.07 -0.09
1993 8 20 -0.07 -0.1
1993 8 27 -0.04 -0.12
1993 9 3 -0.03 -0.06
1993 9 10 -0.02 -0.07
1993 9 17 0.06 0.1
1993 9 24 0.01 0.03
1993 10 1 -0.04 -0.05
1993 10 8 0 -0.02
1993 10 15 0.01 -0.06
1993 10 22 0.04 0.08
1993 10 29 0.06 0.11
1993 11 5 0.1 0.19
1993 11 12 -0.01 0.01
1993 11 19 0.03 0.01
1993 11 26 0.03 0.07
1993 12 3 0.01 -0.02
1993 12 10 -0.02 -0.03
1993 12 17 0.01 0.06
1993 12 24 -0.01 -0.03
1993 12 31 0.01 -0.01
1994 1 7 0.02 0.06
1994 1 14 -0.11 -0.16
1994 1 21 -0.01 0.02
1994 1 28 0 -0.01
1994 2 4 0.15 0.13
1994 2 11 0.19 0.24
1994 2 18 0.03 0.04
1994 2 25 0.13 0.18
1994 3 4 0.15 0.16
1994 3 11 0.12 0.13
1994 3 18 0.03 0.05
1994 3 25 0.05 0.08
1994 4 1 0.1 0.17
1994 4 8 0.25 0.3
1994 4 15 -0.01 -0.01
1994 4 22 0.2 0.18
1994 4 29 0.09 -0.01
1994 5 6 0.24 0.22
1994 5 13 0.26 0.24
1994 5 20 -0.26 -0.34
1994 5 27 0.06 0.1
1994 6 3 0.02 -0.01
1994 6 10 -0.15 -0.16
1994 6 17 0.02 0.08
1994 6 24 0.12 0.11
1994 7 1 0.17 0.14
1994 7 8 0.02 0.04
1994 7 15 0 0.03
1994 7 22 -0.08 -0.14
1994 7 29 0.1 0.09
1994 8 5 -0.1 -0.12
1994 8 12 0.19 0.22
1994 8 19 0.03 -0.05
1994 8 26 -0.02 -0.01
1994 9 2 -0.05 -0.07
1994 9 9 0.06 0.1
1994 9 16 0.1 0.1
1994 9 23 0.13 0.13
1994 9 30 0.07 0.09
1994 10 7 0.15 0.15
1994 10 14 -0.03 -0.07
1994 10 21 0.06 0.06
1994 10 28 0.12 0.15
1994 11 4 0.06 0.08
1994 11 11 0.14 0.14
1994 11 18 0.16 0.07
1994 11 25 0.05 0.05
1994 12 2 0.26 0.12
1994 12 9 0.21 0.02
1994 12 16 0.1 0.09
1994 12 23 -0.08 0.01
1994 12 30 0.09 0.05
1995 1 6 0.03 0.02
1995 1 13 -0.12 -0.08
1995 1 20 -0.1 -0.08
1995 1 27 -0.07 -0.05
1995 2 3 -0.07 -0.19
1995 2 10 -0.09 -0.02
1995 2 17 -0.09 -0.11
1995 2 24 -0.16 -0.21
1995 3 3 -0.07 -0.12
1995 3 10 0.07 0.09
1995 3 17 -0.15 -0.23
1995 3 24 -0.02 0.02
1995 3 31 0.01 0.01
1995 4 7 0 -0.04
1995 4 14 -0.1 -0.08
1995 4 21 -0.11 -0.14
1995 4 28 0.07 0.06
1995 5 5 -0.08 -0.1
1995 5 12 -0.16 -0.27
1995 5 19 -0.02 -0.02
1995 5 26 -0.06 -0.11
1995 6 2 -0.21 -0.31
1995 6 9 -0.02 0
1995 6 16 -0.03 0
1995 6 23 -0.07 -0.1
1995 6 30 0.06 0.1
1995 7 7 -0.12 -0.09
1995 7 14 -0.06 -0.04
1995 7 21 0.17 0.27
1995 7 28 0.08 0.1
1995 8 4 -0.04 -0.01
1995 8 11 0.03 0.01
1995 8 18 0.15 0.14
1995 8 25 -0.05 -0.06
1995 9 1 -0.15 -0.19
1995 9 8 -0.03 -0.08
1995 9 15 -0.04 -0.04
1995 9 22 -0.02 0.03
1995 9 29 0.12 0.1
1995 10 6 -0.08 -0.13
1995 10 13 -0.01 -0.05
1995 10 20 -0.01 -0.05
1995 10 27 -0.01 0.01
1995 11 3 -0.1 -0.11
1995 11 10 -0.03 -0.02
1995 11 17 -0.02 -0.04
1995 11 24 0.01 -0.02
1995 12 1 -0.05 -0.09
1995 12 8 -0.04 -0.09
1995 12 15 0 0.04
1995 12 22 -0.05 0.01
1995 12 29 -0.09 -0.14
1996 1 5 -0.03 -0.03
1996 1 12 -0.01 0.03
1996 1 19 -0.14 -0.16
1996 1 26 0.02 0.05
